customerid,joindate,city,segment,support_tickets
CUST_00552,2021-04-02,Dammam,Corporate,0
CUST_00553,2022-01-10,Medina,Retail,0
CUST_00554,2021-12-10,Jeddah,Retail,0
CUST_00555,2020-11-10,Jeddah,Retail,0
CUST_00556,2021-12-21,Dammam,Retail,0
CUST_00557,2020-10-29,Dammam,Retail,0
CUST_00558,2020-05-16,Mecca,Retail,1
CUST_00559,2021-09-12,Dammam,Retail,0
CUST_00560,2021-04-27,Medina,VIP,1
CUST_00561,2022-02-19,Jeddah,Retail,0
CUST_00562,2022-03-17,Riyadh,Retail,0
CUST_00563,2021-01-05,Riyadh,Corporate,0
CUST_00564,2022-04-28,Medina,Corporate,0
CUST_00565,2021-07-03,Jeddah,Retail,1
CUST_00566,2021-03-28,Riyadh,Retail,1
CUST_00567,2021-05-15,Riyadh,VIP,0
CUST_00568,2020-02-26,Mecca,Retail,0
CUST_00569,2021-07-31,Riyadh,Retail,0
CUST_00570,2020-11-11,Riyadh,Retail,1
CUST_00571,2022-02-02,Jeddah,Retail,0
CUST_00572,2020-12-18,Riyadh,Retail,0
CUST_00573,2020-03-11,Mecca,Retail,0
CUST_00574,2022-02-26,Jeddah,Retail,3
CUST_00575,2021-10-23,Mecca,Retail,1
CUST_00576,2021-04-04,Mecca,Retail,0
CUST_00577,2021-11-08,Medina,Retail,1
CUST_00578,2020-05-01,Jeddah,Corporate,0
CUST_00579,2020-05-10,Jeddah,VIP,1
CUST_00580,2020-11-01,Mecca,Retail,0
CUST_00581,2021-06-28,Mecca,VIP,0
CUST_00582,2020-12-20,Jeddah,Retail,2
CUST_00583,2022-01-12,Riyadh,Retail,0
CUST_00584,2021-09-21,Riyadh,Retail,0
CUST_00585,2021-08-31,Riyadh,Retail,0
CUST_00586,2022-06-12,Riyadh,Retail,0
CUST_00587,2021-03-25,Jeddah,Retail,1
CUST_00588,2022-03-05,Riyadh,Retail,3
CUST_00589,2020-08-27,Medina,Retail,0
CUST_00590,2021-11-19,Dammam,Retail,1
CUST_00591,2021-11-07,Medina,Retail,0
CUST_00592,2020-03-03,Medina,Corporate,1
CUST_00593,2020-06-28,Mecca,Retail,0
CUST_00594,2020-12-18,Mecca,Retail,0
CUST_00595,2021-03-02,Mecca,Retail,0
CUST_00596,2022-02-11,Medina,Retail,1
CUST_00597,2020-11-03,Jeddah,VIP,2
CUST_00598,2021-07-29,Mecca,Corporate,0
CUST_00599,2020-05-17,Mecca,Retail,0
CUST_00600,2021-10-24,Riyadh,Corporate,1
CUST_00601,2020-04-04,Medina,Retail,0
CUST_00602,2020-10-01,Mecca,Retail,0
CUST_00603,2022-06-13,Riyadh,Retail,1
CUST_00604,2022-01-11,Medina,Retail,0
CUST_00605,2020-12-06,Dammam,Corporate,0
CUST_00606,2020-07-13,Riyadh,Retail,1
CUST_00607,2020-09-05,Medina,Retail,0
CUST_00608,2020-09-02,Medina,Retail,0
CUST_00609,2021-04-22,Medina,Retail,0
CUST_00610,2021-01-03,Medina,VIP,0
CUST_00611,2022-04-02,Mecca,Retail,0
CUST_00612,2020-07-27,Dammam,Retail,0
CUST_00613,2022-06-03,Jeddah,Retail,0
CUST_00614,2021-07-20,Medina,Retail,0
CUST_00615,2020-06-05,Jeddah,Retail,0
CUST_00616,2022-05-03,Jeddah,Retail,0
CUST_00617,2021-12-02,Dammam,Retail,1
CUST_00618,2022-01-10,Mecca,Retail,1
CUST_00619,2020-12-26,Jeddah,Retail,0
CUST_00620,2020-07-07,Medina,Corporate,2
CUST_00621,2021-06-20,Riyadh,VIP,0
CUST_00622,2022-04-17,Riyadh,Retail,0
CUST_00623,2022-05-12,Jeddah,Retail,0
CUST_00624,2020-08-11,Medina,Retail,0
CUST_00625,2021-10-15,Medina,Corporate,0
CUST_00626,2020-01-17,Riyadh,Retail,0
CUST_00627,2020-01-18,Medina,Retail,0
CUST_00628,2020-10-20,Riyadh,Retail,0
CUST_00629,2021-03-16,Jeddah,Retail,0
CUST_00630,2020-06-01,Jeddah,Retail,0
CUST_00631,2022-04-14,Dammam,Retail,0
CUST_00632,2021-01-17,Mecca,Retail,0
CUST_00633,2021-12-14,Jeddah,Retail,1
CUST_00634,2020-03-23,Riyadh,Retail,0
CUST_00635,2021-07-19,Mecca,Retail,0
CUST_00636,2020-06-24,Riyadh,Retail,0
CUST_00637,2022-03-14,Dammam,Retail,1
CUST_00638,2020-04-07,Medina,Corporate,0
CUST_00639,2022-06-07,Medina,Retail,0
CUST_00640,2020-03-17,Dammam,VIP,0
CUST_00641,2020-02-03,Jeddah,Corporate,0
CUST_00642,2020-07-31,Medina,Retail,1
CUST_00643,2022-04-20,Mecca,Corporate,0
CUST_00644,2021-07-31,Jeddah,Retail,1
CUST_00645,2021-11-24,Medina,Retail,1
CUST_00646,2020-05-23,Riyadh,Retail,3
CUST_00647,2020-02-24,Riyadh,Retail,1
CUST_00648,2020-12-14,Medina,Retail,2
CUST_00649,2021-02-10,Dammam,Retail,0
CUST_00650,2021-04-06,Mecca,Retail,0
CUST_00651,2021-01-19,Mecca,Retail,0
CUST_00652,2021-01-24,Riyadh,Retail,0
CUST_00653,2020-09-09,Riyadh,Retail,0
CUST_00654,2021-12-29,Jeddah,Retail,0
CUST_00655,2020-04-19,Riyadh,Retail,0
CUST_00656,2021-01-03,Dammam,Retail,0
CUST_00657,2021-03-17,Mecca,Retail,0
CUST_00658,2020-04-15,Riyadh,Retail,0
CUST_00659,2021-09-03,Medina,Retail,1
CUST_00660,2020-01-13,Dammam,Retail,1
CUST_00661,2022-01-12,Medina,Corporate,3
CUST_00662,2021-08-08,Medina,Retail,0
CUST_00663,2020-05-22,Dammam,Retail,0
CUST_00664,2020-03-05,Jeddah,Retail,0
CUST_00665,2021-05-10,Riyadh,Retail,2
CUST_00666,2022-01-08,Mecca,Retail,0
CUST_00667,2020-04-19,Jeddah,Retail,2
CUST_00668,2020-12-06,Medina,Retail,1
CUST_00669,2021-03-26,Dammam,Retail,1
CUST_00670,2021-10-28,Medina,Retail,0
CUST_00671,2021-12-12,Jeddah,Retail,0
CUST_00672,2021-02-11,Dammam,Retail,0
CUST_00673,2021-05-17,Medina,Retail,0
CUST_00674,2020-10-14,Mecca,Retail,2
CUST_00675,2020-07-23,Medina,Corporate,0
CUST_00676,2022-02-25,Medina,Retail,1
CUST_00677,2021-12-26,Jeddah,Retail,0
CUST_00678,2021-12-10,Riyadh,VIP,1
CUST_00679,2021-02-22,Mecca,Retail,0
CUST_00680,2020-09-15,Jeddah,Retail,1
CUST_00681,2020-03-16,Mecca,Corporate,0
CUST_00682,2021-02-14,Medina,Retail,2
CUST_00683,2021-12-09,Mecca,Retail,1
CUST_00684,2021-01-03,Medina,Retail,2
CUST_00685,2020-04-21,Jeddah,Retail,0
CUST_00686,2021-10-24,Medina,Retail,3
CUST_00687,2021-11-24,Mecca,Corporate,0
CUST_00688,2022-03-26,Mecca,Retail,0
CUST_00689,2020-08-15,Medina,Retail,0
CUST_00690,2021-12-05,Medina,Retail,0
CUST_00691,2021-04-19,Medina,Retail,0
CUST_00692,2020-01-26,Mecca,Retail,0
CUST_00693,2020-03-28,Riyadh,VIP,1
CUST_00694,2020-12-22,Dammam,Retail,1
CUST_00695,2021-06-17,Mecca,Retail,0
CUST_00696,2022-01-09,Mecca,Retail,0
CUST_00697,2022-04-09,Riyadh,Retail,0
CUST_00698,2020-04-21,Jeddah,Corporate,1
CUST_00699,2021-06-12,Jeddah,Retail,0
CUST_00700,2021-03-12,Mecca,Retail,0
CUST_00701,2020-07-07,Jeddah,Retail,0
CUST_00702,2020-01-30,Medina,VIP,0
CUST_00703,2021-03-15,Mecca,Retail,0
CUST_00704,2020-10-12,Riyadh,Retail,1
CUST_00705,2021-07-03,Jeddah,Retail,0
CUST_00706,2020-04-26,Dammam,Retail,0
CUST_00707,2021-10-16,Dammam,Retail,0
CUST_00708,2021-08-24,Riyadh,Retail,1
CUST_00709,2021-09-24,Jeddah,VIP,1
CUST_00710,2020-10-31,Medina,Retail,0
CUST_00711,2020-11-16,Riyadh,Retail,0
CUST_00712,2021-01-17,Jeddah,Retail,0
CUST_00713,2020-05-21,Medina,Retail,0
CUST_00714,2021-10-12,Medina,Retail,0
CUST_00715,2020-06-26,Medina,Retail,0
CUST_00716,2020-07-10,Dammam,VIP,0
CUST_00717,2022-06-05,Dammam,Corporate,0
CUST_00718,2020-07-18,Mecca,Corporate,0
CUST_00719,2021-05-21,Mecca,Retail,0
CUST_00720,2022-05-10,Mecca,Retail,0
CUST_00721,2020-02-01,Jeddah,Retail,0
CUST_00722,2021-07-04,Dammam,Retail,0
CUST_00723,2022-01-30,Mecca,Retail,0
CUST_00724,2020-04-26,Dammam,Retail,1
CUST_00725,2021-01-10,Medina,VIP,0
CUST_00726,2022-01-06,Mecca,Retail,3
CUST_00727,2020-04-14,Jeddah,Retail,3
CUST_00728,2021-04-05,Dammam,Retail,1
CUST_00729,2021-03-25,Riyadh,Retail,0
CUST_00730,2022-04-10,Medina,Retail,1
CUST_00731,2021-09-16,Mecca,Retail,0
CUST_00732,2020-07-30,Jeddah,VIP,0
CUST_00733,2021-06-29,Dammam,Retail,0
CUST_00734,2021-12-21,Dammam,Retail,0
CUST_00735,2022-05-28,Medina,Corporate,0
CUST_00736,2020-04-07,Jeddah,Corporate,1
CUST_00737,2020-03-01,Dammam,VIP,0
CUST_00738,2022-06-05,Jeddah,Retail,1
CUST_00739,2022-04-28,Jeddah,Retail,0
CUST_00740,2021-05-16,Jeddah,Retail,0
CUST_00741,2021-02-28,Mecca,Retail,0
CUST_00742,2022-02-26,Riyadh,Retail,1
CUST_00743,2021-12-12,Dammam,Retail,0
CUST_00744,2021-08-18,Riyadh,VIP,1
CUST_00745,2020-04-05,Mecca,Retail,0
CUST_00746,2022-05-20,Riyadh,Retail,0
CUST_00747,2021-03-15,Jeddah,Retail,0
CUST_00748,2020-10-17,Dammam,Retail,0
CUST_00749,2022-05-22,Mecca,Retail,1
CUST_00750,2022-02-19,Riyadh,Retail,0
CUST_00751,2022-05-06,Mecca,Retail,2
CUST_00752,2020-06-10,Mecca,Retail,3
CUST_00753,2021-03-14,Jeddah,Corporate,2
CUST_00754,2021-10-27,Dammam,Retail,2
CUST_00755,2020-10-07,Riyadh,Retail,0
CUST_00756,2021-01-15,Jeddah,Retail,0
CUST_00757,2022-01-13,Jeddah,Retail,0
CUST_00758,2020-04-07,Riyadh,Retail,0
CUST_00759,2021-08-30,Jeddah,Retail,0
CUST_00760,2020-01-09,Dammam,VIP,3
CUST_00761,2021-03-08,Jeddah,Retail,0
CUST_00762,2020-04-01,Riyadh,Retail,0
CUST_00763,2020-11-02,Jeddah,Retail,1
CUST_00764,2022-06-14,Jeddah,Retail,0
CUST_00765,2020-03-11,Medina,Retail,0
CUST_00766,2020-06-17,Mecca,Retail,0
CUST_00767,2022-02-05,Jeddah,Corporate,0
CUST_00768,2021-03-29,Jeddah,Retail,0
CUST_00769,2022-02-09,Riyadh,Retail,0
CUST_00770,2021-03-15,Dammam,Retail,0
CUST_00771,2021-10-22,Riyadh,Retail,0
CUST_00772,2022-01-08,Medina,Retail,2
CUST_00773,2020-01-28,Dammam,Retail,0
CUST_00774,2020-07-12,Mecca,Retail,0
CUST_00775,2022-03-23,Jeddah,Retail,0
CUST_00776,2021-05-26,Medina,Retail,1
CUST_00777,2020-01-13,Dammam,Corporate,0
CUST_00778,2022-05-31,Medina,Retail,0
CUST_00779,2020-06-25,Mecca,Corporate,1
CUST_00780,2020-01-18,Medina,Retail,0
CUST_00781,2020-02-10,Riyadh,Corporate,0
CUST_00782,2020-10-20,Medina,Retail,0
CUST_00783,2021-02-15,Riyadh,Retail,0
CUST_00784,2020-06-05,Dammam,Retail,0
CUST_00785,2020-07-27,Jeddah,Retail,0
CUST_00786,2021-10-11,Riyadh,Retail,0
CUST_00787,2022-05-16,Jeddah,Retail,0
CUST_00788,2021-03-20,Riyadh,Retail,0
CUST_00789,2020-11-12,Jeddah,Retail,1
CUST_00790,2021-12-19,Riyadh,Retail,2
CUST_00791,2021-06-19,Medina,Retail,1
CUST_00792,2020-06-19,Dammam,Retail,1
CUST_00793,2020-10-02,Riyadh,Retail,0
CUST_00794,2022-04-06,Mecca,Retail,0
CUST_00795,2021-12-30,Medina,Retail,0
CUST_00796,2021-06-07,Dammam,Retail,1
CUST_00797,2020-06-19,Dammam,Retail,1
CUST_00798,2021-08-10,Riyadh,Retail,0
CUST_00799,2020-02-15,Riyadh,Retail,0
CUST_00800,2021-01-27,Jeddah,Retail,2
CUST_00801,2020-02-06,Medina,VIP,1
CUST_00802,2021-11-02,Mecca,Retail,0
CUST_00803,2022-01-07,Dammam,Retail,0
CUST_00804,2021-01-16,Riyadh,Retail,2
CUST_00805,2020-07-02,Jeddah,VIP,3
CUST_00806,2021-02-14,Riyadh,VIP,1
CUST_00807,2022-03-03,Dammam,Retail,0
CUST_00808,2020-01-09,Dammam,Retail,0
CUST_00809,2020-11-07,Medina,Retail,0
CUST_00810,2021-05-20,Jeddah,Retail,0
CUST_00811,2022-03-26,Jeddah,Retail,2
CUST_00812,2020-01-25,Jeddah,Retail,0
CUST_00813,2021-12-11,Riyadh,Corporate,0
CUST_00814,2021-11-04,Mecca,VIP,1
CUST_00815,2020-04-16,Jeddah,Retail,0
CUST_00816,2021-05-18,Riyadh,Corporate,0
CUST_00817,2020-10-13,Riyadh,Retail,0
CUST_00818,2022-05-15,Medina,Retail,1
CUST_00819,2021-04-14,Riyadh,Retail,0
CUST_00820,2021-10-14,Mecca,Retail,0
CUST_00821,2021-03-21,Jeddah,Retail,0
CUST_00822,2020-11-18,Mecca,Retail,1
CUST_00823,2020-11-21,Mecca,Retail,0
CUST_00824,2020-07-26,Jeddah,Retail,0
CUST_00825,2020-06-08,Riyadh,Retail,0
CUST_00826,2021-02-20,Riyadh,Retail,2
CUST_00827,2020-07-31,Mecca,Retail,0
CUST_00828,2020-05-02,Riyadh,Retail,0
CUST_00829,2022-04-26,Medina,Retail,1
CUST_00830,2020-12-01,Jeddah,Retail,0
CUST_00831,2020-12-30,Mecca,Retail,0
CUST_00832,2020-09-23,Jeddah,Retail,0
CUST_00833,2021-04-08,Medina,Retail,0
CUST_00834,2021-04-18,Riyadh,VIP,0
CUST_00835,2020-01-13,Riyadh,VIP,3
CUST_00836,2020-05-13,Jeddah,VIP,0
CUST_00837,2021-10-07,Riyadh,Retail,0
CUST_00838,2022-04-12,Riyadh,Retail,0
CUST_00839,2021-10-23,Mecca,VIP,0
CUST_00840,2022-05-17,Dammam,Retail,2
CUST_00841,2020-02-21,Jeddah,Corporate,0
CUST_00842,2022-01-11,Mecca,Retail,0
CUST_00843,2021-03-12,Jeddah,Retail,2
CUST_00844,2020-10-08,Dammam,Retail,0
CUST_00845,2021-09-20,Medina,Retail,0
CUST_00846,2021-05-25,Mecca,VIP,0
CUST_00847,2020-03-30,Dammam,Retail,0
CUST_00848,2021-10-20,Medina,Retail,3
CUST_00849,2021-07-10,Riyadh,Corporate,1
CUST_00850,2021-01-02,Mecca,Retail,0
CUST_00851,2021-08-02,Medina,Retail,0
CUST_00852,2020-01-27,Dammam,Retail,0
CUST_00853,2022-04-10,Dammam,Retail,3
CUST_00854,2021-06-26,Dammam,Retail,3
CUST_00855,2020-06-12,Riyadh,Retail,0
CUST_00856,2021-06-30,Riyadh,Retail,2
CUST_00857,2021-08-12,Mecca,Retail,1
CUST_00858,2022-05-15,Jeddah,Retail,0
CUST_00859,2022-04-05,Dammam,Corporate,0
CUST_00860,2021-12-18,Dammam,Corporate,0
CUST_00861,2021-07-30,Jeddah,VIP,1
CUST_00862,2021-05-19,Medina,Retail,0
CUST_00863,2020-04-02,Riyadh,Retail,0
CUST_00864,2021-06-23,Mecca,Retail,2
CUST_00865,2020-07-25,Jeddah,Retail,0
CUST_00866,2022-04-01,Dammam,Retail,0
CUST_00867,2021-12-22,Jeddah,Retail,1
CUST_00868,2022-05-31,Dammam,Corporate,0
CUST_00869,2021-11-09,Mecca,Retail,0
CUST_00870,2020-11-26,Jeddah,Corporate,1
CUST_00871,2021-03-23,Mecca,Retail,0
CUST_00872,2021-07-29,Medina,Retail,0
CUST_00873,2021-08-26,Jeddah,Retail,1
CUST_00874,2020-10-28,Jeddah,Retail,0
CUST_00875,2021-12-19,Medina,Retail,3
CUST_00876,2021-08-04,Riyadh,Retail,0
CUST_00877,2022-04-08,Medina,Retail,0
CUST_00878,2021-05-23,Jeddah,Retail,0
CUST_00879,2020-12-21,Dammam,Retail,1
CUST_00880,2020-03-31,Dammam,Retail,0
CUST_00881,2020-09-12,Riyadh,Retail,1
CUST_00882,2022-01-07,Riyadh,Retail,0
CUST_00883,2021-03-05,Jeddah,VIP,0
CUST_00884,2021-01-22,Dammam,Retail,0
CUST_00885,2021-05-05,Medina,Retail,0
CUST_00886,2020-06-15,Mecca,Retail,1
CUST_00887,2020-10-28,Riyadh,Retail,2
CUST_00888,2020-03-16,Dammam,Retail,0
CUST_00889,2022-01-19,Riyadh,Retail,1
CUST_00890,2020-04-05,Dammam,Retail,0
CUST_00891,2021-05-09,Riyadh,Retail,0
CUST_00892,2021-09-13,Mecca,Retail,0
CUST_00893,2020-07-29,Jeddah,Retail,0
CUST_00894,2022-01-17,Medina,Retail,0
CUST_00895,2020-08-31,Riyadh,Retail,0
CUST_00896,2022-05-10,Mecca,Retail,0
CUST_00897,2021-03-13,Riyadh,Retail,0
CUST_00898,2021-09-06,Mecca,Retail,0
CUST_00899,2020-06-23,Dammam,Corporate,0
CUST_00900,2020-04-28,Dammam,Retail,0
CUST_00901,2021-11-07,Dammam,Retail,0
CUST_00902,2020-07-08,Dammam,VIP,0
CUST_00903,2021-04-01,Riyadh,Retail,0
CUST_00904,2020-08-19,Dammam,Retail,0
CUST_00905,2021-12-14,Riyadh,Retail,0
CUST_00906,2021-07-08,Mecca,Corporate,0
CUST_00907,2021-07-20,Riyadh,VIP,1
CUST_00908,2021-03-04,Medina,Retail,2
CUST_00909,2021-08-09,Jeddah,Retail,0
CUST_00910,2022-05-24,Riyadh,Retail,2
CUST_00911,2022-03-30,Medina,Retail,0
CUST_00912,2020-05-03,Mecca,Retail,3
CUST_00913,2020-08-04,Jeddah,Retail,0
CUST_00914,2021-11-30,Mecca,Retail,1
CUST_00915,2020-05-31,Medina,Retail,2
CUST_00916,2022-04-06,Riyadh,Retail,0
CUST_00917,2021-07-19,Dammam,VIP,0
CUST_00918,2022-06-13,Riyadh,Retail,0
CUST_00919,2021-06-19,Mecca,Retail,0
CUST_00920,2021-08-03,Medina,Retail,2
CUST_00921,2020-04-12,Riyadh,Retail,0
CUST_00922,2020-10-19,Medina,VIP,1
CUST_00923,2020-09-27,Mecca,Retail,0
CUST_00924,2021-04-29,Riyadh,Retail,0
CUST_00925,2021-09-25,Medina,Retail,0
CUST_00926,2021-02-09,Dammam,Retail,0
CUST_00927,2021-05-01,Dammam,VIP,0
CUST_00928,2022-04-17,Dammam,Retail,1
CUST_00929,2022-05-28,Riyadh,Corporate,0
CUST_00930,2020-11-03,Mecca,Retail,0
CUST_00931,2022-01-16,Mecca,Retail,0
CUST_00932,2021-03-28,Jeddah,Corporate,0
CUST_00933,2021-05-11,Medina,VIP,1
CUST_00934,2021-06-11,Jeddah,Retail,1
CUST_00935,2021-02-17,Jeddah,Retail,0
CUST_00936,2021-08-05,Riyadh,Retail,1
CUST_00937,2020-07-24,Riyadh,Retail,0
CUST_00938,2021-01-04,Jeddah,Retail,1
CUST_00939,2021-06-01,Mecca,Retail,0
CUST_00940,2020-02-01,Jeddah,Retail,0
CUST_00941,2020-06-30,Mecca,Retail,0
CUST_00942,2020-06-16,Dammam,Retail,0
CUST_00943,2020-10-18,Riyadh,Retail,0
CUST_00944,2021-08-08,Jeddah,VIP,0
CUST_00945,2021-11-24,Jeddah,Retail,0
CUST_00946,2020-01-21,Riyadh,Retail,0
CUST_00947,2020-06-26,Medina,VIP,0
CUST_00948,2021-09-14,Dammam,Retail,1
CUST_00949,2020-10-08,Mecca,VIP,1
CUST_00950,2021-04-15,Dammam,Retail,0
CUST_00951,2021-06-17,Medina,Retail,0
CUST_00952,2021-06-07,Dammam,Retail,0
CUST_00953,2020-10-16,Dammam,Retail,0
CUST_00954,2020-12-10,Dammam,Retail,1
CUST_00955,2020-09-24,Dammam,Retail,0
CUST_00956,2020-09-03,Riyadh,VIP,1
CUST_00957,2021-09-06,Mecca,Retail,0
CUST_00958,2022-01-08,Riyadh,Retail,3
CUST_00959,2020-09-22,Mecca,Retail,1
CUST_00960,2021-08-20,Medina,VIP,0
CUST_00961,2021-12-31,Jeddah,Retail,0
CUST_00962,2021-05-02,Dammam,Retail,1
CUST_00963,2022-05-10,Medina,Retail,0
CUST_00964,2020-05-11,Dammam,Retail,0
CUST_00965,2020-07-06,Dammam,Retail,0
CUST_00966,2020-08-16,Dammam,Retail,1
CUST_00967,2021-01-15,Dammam,Retail,0
CUST_00968,2020-04-30,Mecca,Retail,0
CUST_00969,2021-08-17,Medina,Retail,1
CUST_00970,2021-05-27,Riyadh,VIP,0
CUST_00971,2020-11-01,Mecca,Retail,1
CUST_00972,2020-05-20,Jeddah,Retail,3
CUST_00973,2021-04-13,Jeddah,Retail,1
CUST_00974,2022-03-08,Riyadh,Retail,0
CUST_00975,2020-06-30,Dammam,Retail,0
CUST_00976,2020-10-07,Jeddah,Retail,0
CUST_00977,2022-02-21,Jeddah,Retail,1
CUST_00978,2020-03-31,Jeddah,Retail,0
CUST_00979,2021-02-17,Mecca,Corporate,0
CUST_00980,2020-02-08,Medina,Retail,0
CUST_00981,2020-01-15,Dammam,Retail,0
CUST_00982,2020-01-19,Riyadh,Retail,0
CUST_00983,2021-12-11,Dammam,Retail,0
CUST_00984,2021-05-30,Medina,Retail,0
CUST_00985,2020-02-16,Dammam,Corporate,0
CUST_00986,2021-06-16,Medina,Retail,0
CUST_00987,2021-12-04,Jeddah,Retail,2
CUST_00988,2021-01-02,Jeddah,Retail,2
CUST_00989,2022-04-11,Mecca,Retail,0
CUST_00990,2020-05-14,Jeddah,Retail,0
CUST_00991,2020-06-22,Riyadh,Retail,0
CUST_00992,2020-02-08,Mecca,VIP,0
CUST_00993,2021-07-01,Medina,Retail,3
CUST_00994,2021-11-08,Riyadh,Retail,0
CUST_00995,2021-12-07,Riyadh,Retail,0
CUST_00996,2021-07-14,Dammam,Retail,0
CUST_00997,2021-12-12,Riyadh,Retail,0
CUST_00998,2021-11-09,Medina,Retail,0
CUST_00999,2020-05-20,Mecca,VIP,0
CUST_01000,2022-01-06,Medina,Retail,0
CUST_01001,2020-04-18,Mecca,Retail,0
CUST_01002,2020-09-26,Medina,Corporate,0
CUST_01003,2021-02-23,Dammam,Retail,0
CUST_01004,2020-07-31,Mecca,Retail,0
CUST_01005,2021-11-18,Riyadh,Corporate,1
CUST_01006,2021-11-16,Mecca,Retail,0
CUST_01007,2021-06-07,Riyadh,Retail,0
CUST_01008,2020-09-19,Jeddah,Retail,3
CUST_01009,2020-09-27,Mecca,Retail,1
CUST_01010,2022-06-14,Riyadh,VIP,0
CUST_01011,2021-11-24,Dammam,Retail,0
CUST_01012,2022-05-21,Riyadh,Retail,0
CUST_01013,2021-10-24,Jeddah,Retail,1
CUST_01014,2021-09-28,Dammam,VIP,0
CUST_01015,2022-04-14,Dammam,Retail,0
CUST_01016,2021-04-12,Dammam,VIP,0
CUST_01017,2021-05-04,Mecca,Retail,1
CUST_01018,2020-04-25,Jeddah,Retail,0
CUST_01019,2022-05-14,Jeddah,Retail,2
CUST_01020,2021-05-09,Medina,Retail,0
CUST_01021,2021-01-23,Dammam,Retail,1
CUST_01022,2022-05-08,Jeddah,Retail,0
CUST_01023,2021-02-25,Mecca,Retail,0
CUST_01024,2020-11-17,Riyadh,Retail,0
CUST_01025,2022-02-24,Medina,Retail,0
CUST_01026,2021-11-16,Dammam,Retail,0
CUST_01027,2021-09-25,Riyadh,Retail,1
CUST_01028,2021-05-08,Dammam,Retail,0
CUST_01029,2020-06-01,Medina,VIP,0
CUST_01030,2020-01-12,Jeddah,Retail,0
CUST_01031,2021-05-22,Jeddah,Retail,0
CUST_01032,2020-09-03,Dammam,Corporate,0
CUST_01033,2020-08-16,Medina,Retail,0
CUST_01034,2020-08-28,Riyadh,Retail,1
CUST_01035,2021-04-03,Riyadh,VIP,0
CUST_01036,2020-05-01,Mecca,Retail,0
CUST_01037,2021-02-17,Mecca,Retail,0
CUST_01038,2022-04-25,Riyadh,Retail,2
CUST_01039,2021-10-14,Dammam,VIP,0
CUST_01040,2021-11-01,Mecca,Corporate,0
CUST_01041,2020-02-25,Jeddah,VIP,0
CUST_01042,2022-02-24,Medina,Retail,1
CUST_01043,2021-01-07,Mecca,Retail,1
CUST_01044,2020-08-15,Riyadh,Retail,1
CUST_01045,2022-03-30,Dammam,Retail,0
CUST_01046,2020-04-18,Riyadh,VIP,0
CUST_01047,2022-04-21,Mecca,Retail,0
CUST_01048,2020-07-11,Riyadh,Corporate,0
CUST_01049,2021-04-13,Jeddah,Retail,0
CUST_01050,2021-02-28,Riyadh,Corporate,1
CUST_01051,2021-08-25,Riyadh,Retail,0
CUST_01052,2021-11-05,Medina,Corporate,0
CUST_01053,2021-05-25,Riyadh,Retail,0
CUST_01054,2021-03-19,Medina,Retail,0
CUST_01055,2020-06-30,Medina,Retail,1
CUST_01056,2020-04-16,Mecca,Retail,0
CUST_01057,2020-11-25,Medina,VIP,0
CUST_01058,2021-09-15,Jeddah,Retail,2
CUST_01059,2020-10-28,Mecca,VIP,0
CUST_01060,2021-09-08,Medina,Retail,1
CUST_01061,2022-05-31,Dammam,Retail,2
CUST_01062,2021-10-09,Jeddah,Retail,0
CUST_01063,2020-10-24,Dammam,Corporate,0
CUST_01064,2021-12-28,Jeddah,Retail,0
CUST_01065,2020-11-26,Riyadh,Retail,0
CUST_01066,2021-08-19,Medina,Corporate,1
CUST_01067,2021-11-21,Medina,Retail,1
CUST_01068,2022-04-07,Riyadh,Retail,0
CUST_01069,2020-05-28,Riyadh,Retail,0
CUST_01070,2022-02-07,Jeddah,Corporate,0
CUST_01071,2020-05-29,Riyadh,Retail,0
CUST_01072,2022-02-10,Medina,Retail,1
CUST_01073,2020-04-14,Medina,VIP,1
CUST_01074,2022-06-04,Jeddah,Retail,0
CUST_01075,2020-08-31,Medina,Retail,1
CUST_01076,2020-10-21,Riyadh,Corporate,0
CUST_01077,2022-03-18,Dammam,Corporate,0
CUST_01078,2022-01-31,Dammam,Retail,1
CUST_01079,2022-05-31,Mecca,VIP,2
CUST_01080,2021-12-22,Dammam,Retail,0
CUST_01081,2021-09-09,Jeddah,Retail,2
CUST_01082,2020-10-28,Mecca,Retail,0
CUST_01083,2020-07-10,Jeddah,Retail,0
CUST_01084,2020-02-11,Mecca,Retail,0
CUST_01085,2020-06-13,Medina,VIP,0
CUST_01086,2021-04-22,Jeddah,Retail,2
CUST_01087,2021-09-03,Riyadh,Retail,0
CUST_01088,2022-05-13,Dammam,Retail,0
CUST_01089,2021-01-01,Riyadh,Retail,0
CUST_01090,2020-08-13,Jeddah,Retail,1
CUST_01091,2020-06-12,Mecca,Retail,0
CUST_01092,2020-12-23,Jeddah,VIP,0
CUST_01093,2020-12-05,Dammam,Retail,2
CUST_01094,2021-09-25,Medina,Retail,0
CUST_01095,2022-02-09,Riyadh,Retail,0
CUST_01096,2020-09-03,Medina,Corporate,0
CUST_01097,2020-02-10,Dammam,Retail,1
CUST_01098,2020-04-26,Mecca,Retail,1
CUST_01099,2020-01-26,Medina,VIP,0
CUST_01100,2022-04-02,Medina,Retail,0
CUST_01101,2021-10-29,Jeddah,Retail,0
CUST_01102,2020-04-08,Jeddah,Corporate,1
