orderid,customerid,date,timestamp,netsale,category,city,segment
ORD_0005931,CUST_01155,2023-01-07,2023-01-07 00:00:00.000000,606.42,Personal Care,Dammam,Retail
ORD_0005932,CUST_00801,2020-02-17,2020-02-17 00:00:00.000000,801.01,Medication,Medina,VIP
ORD_0005933,CUST_01235,2020-03-06,2020-03-06 00:00:00.000000,316.32,Wellness,Mecca,Retail
ORD_0005934,CUST_01474,2024-08-31,2024-08-31 00:00:00.000000,42.45,Personal Care,Jeddah,Retail
ORD_0005935,CUST_00315,2023-07-07,2023-07-07 00:00:00.000000,323.35,Wellness,Riyadh,Retail
ORD_0005936,CUST_01584,2025-01-30,2025-01-30 00:00:00.000000,566.47,Personal Care,Dammam,Retail
ORD_0005937,CUST_00404,2024-01-28,2024-01-28 00:00:00.000000,479.65,Wellness,Dammam,Retail
ORD_0005938,CUST_01290,2025-06-28,2025-06-28 00:00:00.000000,293.81,Wellness,Mecca,Retail
ORD_0005939,CUST_01628,2022-07-08,2022-07-08 00:00:00.000000,791.15,Medication,Riyadh,Retail
ORD_0005940,CUST_01227,2022-12-31,2022-12-31 00:00:00.000000,505.74,Wellness,Dammam,Retail
ORD_0005941,CUST_01874,2025-03-02,2025-03-02 00:00:00.000000,713.11,Personal Care,Mecca,Retail
ORD_0005942,CUST_01944,2024-01-10,2024-01-10 00:00:00.000000,125.29,Wellness,Medina,Retail
ORD_0005943,CUST_01668,2023-03-27,2023-03-27 00:00:00.000000,721.46,Personal Care,Jeddah,Retail
ORD_0005944,CUST_01710,2023-08-29,2023-08-29 00:00:00.000000,269.84,Medication,Riyadh,Retail
ORD_0005945,CUST_01410,2023-10-10,2023-10-10 00:00:00.000000,548.77,Medication,Mecca,VIP
ORD_0005946,CUST_01524,2023-08-04,2023-08-04 00:00:00.000000,148.15,Medication,Mecca,Retail
ORD_0005947,CUST_01350,2023-10-02,2023-10-02 00:00:00.000000,401.21,Medication,Mecca,Retail
ORD_0005948,CUST_01132,2022-12-03,2022-12-03 00:00:00.000000,453.65,Wellness,Dammam,Retail
ORD_0005949,CUST_01515,2024-01-06,2024-01-06 00:00:00.000000,453.69,Personal Care,Dammam,Retail
ORD_0005950,CUST_01029,2021-09-29,2021-09-29 00:00:00.000000,977.13,Wellness,Medina,VIP
ORD_0005951,CUST_00726,2022-04-05,2022-04-05 00:00:00.000000,614.11,Wellness,Mecca,Retail
ORD_0005952,CUST_01267,2023-08-15,2023-08-15 00:00:00.000000,513.3,Personal Care,Dammam,Retail
ORD_0005953,CUST_00662,2021-12-05,2021-12-05 00:00:00.000000,166.8,Personal Care,Medina,Retail
ORD_0005954,CUST_01320,2023-12-21,2023-12-21 00:00:00.000000,832.12,Wellness,Dammam,Corporate
ORD_0005955,CUST_01642,2024-11-16,2024-11-16 00:00:00.000000,953.26,Medication,Mecca,Corporate
ORD_0005956,CUST_00610,2025-05-09,2025-05-09 00:00:00.000000,877.37,Personal Care,Medina,VIP
ORD_0005957,CUST_00830,2024-04-03,2024-04-03 00:00:00.000000,343.38,Medication,Jeddah,Retail
ORD_0005958,CUST_01679,2021-02-18,2021-02-18 00:00:00.000000,692.31,Medication,Mecca,VIP
ORD_0005959,CUST_01033,2023-02-28,2023-02-28 00:00:00.000000,82.23,Medication,Medina,Retail
ORD_0005960,CUST_00429,2024-01-27,2024-01-27 00:00:00.000000,870.43,Wellness,Jeddah,VIP
ORD_0005961,CUST_00781,2022-07-04,2022-07-04 00:00:00.000000,20.68,Medication,Riyadh,Corporate
ORD_0005962,CUST_00434,2023-11-25,2023-11-25 00:00:00.000000,414.31,Wellness,Mecca,Retail
ORD_0005963,CUST_00881,2024-10-26,2024-10-26 00:00:00.000000,915.73,Personal Care,Riyadh,Retail
ORD_0005964,CUST_01804,2020-09-26,2020-09-26 00:00:00.000000,437.51,Medication,Medina,Retail
ORD_0005965,CUST_01663,2023-11-28,2023-11-28 00:00:00.000000,63.39,Personal Care,Mecca,Retail
ORD_0005966,CUST_01176,2025-01-17,2025-01-17 00:00:00.000000,686.97,Wellness,Dammam,Corporate
ORD_0005967,CUST_01128,2024-03-05,2024-03-05 00:00:00.000000,715.96,Personal Care,Riyadh,Retail
ORD_0005968,CUST_00143,2024-08-24,2024-08-24 00:00:00.000000,571.77,Medication,Mecca,Retail
ORD_0005969,CUST_01613,2024-12-15,2024-12-15 00:00:00.000000,316.64,Personal Care,Jeddah,Retail
ORD_0005970,CUST_00453,2021-10-22,2021-10-22 00:00:00.000000,232.34,Personal Care,Medina,Retail
ORD_0005971,CUST_00851,2025-08-05,2025-08-05 00:00:00.000000,720.82,Medication,Medina,Retail
ORD_0005972,CUST_01668,2023-02-07,2023-02-07 00:00:00.000000,525.31,Medication,Jeddah,Retail
ORD_0005973,CUST_01569,2021-09-05,2021-09-05 00:00:00.000000,184.0,Wellness,Medina,Retail
ORD_0005974,CUST_00395,2025-03-06,2025-03-06 00:00:00.000000,31.33,Medication,Jeddah,Retail
ORD_0005975,CUST_00140,2022-03-06,2022-03-06 00:00:00.000000,858.46,Wellness,Dammam,Retail
ORD_0005976,CUST_00193,2025-09-09,2025-09-09 00:00:00.000000,551.14,Personal Care,Riyadh,Retail
ORD_0005977,CUST_00112,2023-09-02,2023-09-02 00:00:00.000000,752.72,Medication,Jeddah,Retail
ORD_0005978,CUST_01224,2023-11-13,2023-11-13 00:00:00.000000,615.43,Medication,Jeddah,Retail
ORD_0005979,CUST_00388,2023-09-04,2023-09-04 00:00:00.000000,632.96,Medication,Dammam,Retail
ORD_0005980,CUST_01796,2022-02-12,2022-02-12 00:00:00.000000,349.32,Personal Care,Jeddah,Retail
ORD_0005981,CUST_01664,2025-08-23,2025-08-23 00:00:00.000000,238.16,Wellness,Dammam,Retail
ORD_0005982,CUST_01090,2023-01-28,2023-01-28 00:00:00.000000,99.85,Personal Care,Jeddah,Retail
ORD_0005983,CUST_01008,2021-02-24,2021-02-24 00:00:00.000000,493.37,Personal Care,Jeddah,Retail
ORD_0005984,CUST_00637,2025-08-15,2025-08-15 00:00:00.000000,948.96,Medication,Dammam,Retail
ORD_0005985,CUST_01448,2021-06-24,2021-06-24 00:00:00.000000,756.19,Personal Care,Mecca,Retail
ORD_0005986,CUST_01857,2024-12-18,2024-12-18 00:00:00.000000,955.14,Wellness,Jeddah,Retail
ORD_0005987,CUST_00035,2024-07-17,2024-07-17 00:00:00.000000,920.04,Personal Care,Medina,Retail
ORD_0005988,CUST_00865,2021-01-13,2021-01-13 00:00:00.000000,170.62,Medication,Jeddah,Retail
ORD_0005989,CUST_01664,2023-02-08,2023-02-08 00:00:00.000000,92.74,Personal Care,Dammam,Retail
ORD_0005990,CUST_00722,2022-06-04,2022-06-04 00:00:00.000000,962.49,Wellness,Dammam,Retail
ORD_0005991,CUST_00084,2024-01-22,2024-01-22 00:00:00.000000,71.12,Medication,Riyadh,Retail
ORD_0005992,CUST_00978,2025-02-21,2025-02-21 00:00:00.000000,682.7,Wellness,Jeddah,Retail
ORD_0005993,CUST_01015,2024-04-27,2024-04-27 00:00:00.000000,531.71,Medication,Dammam,Retail
ORD_0005994,CUST_01467,2024-04-02,2024-04-02 21:27:26.741897,269.79,Medication,Dammam,Retail
ORD_0005995,CUST_00139,2022-12-18,2022-12-18 00:00:00.000000,907.01,Personal Care,Jeddah,Retail
ORD_0005996,CUST_00268,2025-02-13,2025-02-13 00:00:00.000000,52.17,Medication,Mecca,Retail
ORD_0005997,CUST_00795,2025-04-26,2025-04-26 00:00:00.000000,996.71,Medication,Medina,Retail
ORD_0005998,CUST_00879,2022-10-04,2022-10-04 00:00:00.000000,500.58,Medication,Dammam,Retail
ORD_0005999,CUST_00241,2023-07-12,2023-07-12 00:00:00.000000,442.99,Medication,Mecca,Retail
ORD_0006000,CUST_01110,2021-03-08,2021-03-08 00:00:00.000000,901.23,Medication,Mecca,Retail
ORD_0006001,CUST_01768,2024-12-01,2024-12-01 00:00:00.000000,716.25,Personal Care,Jeddah,Retail
ORD_0006002,CUST_01258,2024-05-25,2024-05-25 00:00:00.000000,927.64,Medication,Medina,Retail
ORD_0006003,CUST_00664,2022-03-07,2022-03-07 00:00:00.000000,592.04,Wellness,Jeddah,Retail
ORD_0006004,CUST_01189,2022-10-01,2022-10-01 00:00:00.000000,78.38,Medication,Riyadh,Retail
ORD_0006005,CUST_00235,2022-12-02,2022-12-02 00:00:00.000000,819.67,Wellness,Jeddah,Retail
ORD_0006006,CUST_01136,2025-08-05,2025-08-05 00:00:00.000000,693.77,Medication,Dammam,VIP
ORD_0006007,CUST_01732,2020-07-31,2020-07-31 00:00:00.000000,883.84,Personal Care,Medina,Corporate
ORD_0006008,CUST_00220,2025-06-25,2025-06-25 00:00:00.000000,767.55,Medication,Mecca,Corporate
ORD_0006009,CUST_01980,2022-12-01,2022-12-01 00:00:00.000000,372.12,Medication,Jeddah,Retail
ORD_0006010,CUST_00133,2022-03-16,2022-03-16 00:00:00.000000,759.44,Wellness,Mecca,VIP
ORD_0006011,CUST_00012,2024-08-23,2024-08-23 00:00:00.000000,140.0,Medication,Dammam,Retail
ORD_0006012,CUST_01928,2025-04-25,2025-04-25 00:00:00.000000,773.31,Personal Care,Dammam,Retail
ORD_0006013,CUST_01630,2025-07-14,2025-07-14 00:00:00.000000,418.93,Personal Care,Dammam,Retail
ORD_0006014,CUST_01436,2022-07-04,2022-07-04 00:00:00.000000,697.96,Medication,Medina,Retail
ORD_0006015,CUST_00525,2021-09-27,2021-09-27 00:00:00.000000,808.35,Medication,Mecca,VIP
ORD_0006016,CUST_00559,2024-01-31,2024-01-31 00:00:00.000000,572.64,Personal Care,Dammam,Retail
ORD_0006017,CUST_01792,2022-08-07,2022-08-07 00:00:00.000000,49.24,Personal Care,Jeddah,VIP
ORD_0006018,CUST_01392,2023-08-09,2023-08-09 00:00:00.000000,832.06,Medication,Jeddah,VIP
ORD_0006019,CUST_00847,2024-11-20,2024-11-20 00:00:00.000000,149.07,Wellness,Dammam,Retail
ORD_0006020,CUST_00697,2024-07-03,2024-07-03 00:00:00.000000,443.55,Personal Care,Riyadh,Retail
ORD_0006021,CUST_01266,2025-04-09,2025-04-09 00:00:00.000000,555.45,Personal Care,Mecca,Retail
ORD_0006022,CUST_01339,2022-03-13,2022-03-13 00:00:00.000000,497.37,Wellness,Medina,Retail
ORD_0006023,CUST_00160,2023-09-03,2023-09-03 00:00:00.000000,160.21,Medication,Dammam,Retail
ORD_0006024,CUST_00594,2024-06-11,2024-06-11 00:00:00.000000,371.9,Personal Care,Mecca,Retail
ORD_0006025,CUST_00907,2023-12-20,2023-12-20 00:00:00.000000,195.56,Personal Care,Riyadh,VIP
ORD_0006026,CUST_01558,2024-05-29,2024-05-29 00:00:00.000000,542.98,Wellness,Mecca,Retail
ORD_0006027,CUST_01238,2020-11-03,2020-11-03 00:00:00.000000,880.57,Medication,Riyadh,Retail
ORD_0006028,CUST_00091,2022-06-23,2022-06-23 00:00:00.000000,402.93,Wellness,Jeddah,Retail
ORD_0006029,CUST_01014,2022-07-10,2022-07-10 00:00:00.000000,533.95,Medication,Dammam,VIP
ORD_0006030,CUST_00961,2023-08-25,2023-08-25 00:00:00.000000,678.85,Personal Care,Jeddah,Retail
ORD_0006031,CUST_00655,2023-07-26,2023-07-26 00:00:00.000000,908.5,Personal Care,Riyadh,Retail
ORD_0006032,CUST_00793,2021-06-25,2021-06-25 00:00:00.000000,616.58,Wellness,Riyadh,Retail
ORD_0006033,CUST_00173,2023-01-03,2023-01-03 00:00:00.000000,763.38,Personal Care,Riyadh,Retail
ORD_0006034,CUST_01106,2024-04-26,2024-04-26 00:00:00.000000,446.68,Wellness,Mecca,Retail
ORD_0006035,CUST_01222,2024-03-19,2024-03-19 00:00:00.000000,144.93,Wellness,Mecca,VIP
ORD_0006036,CUST_01794,2023-04-19,2023-04-19 00:00:00.000000,602.61,Personal Care,Mecca,Retail
ORD_0006037,CUST_00845,2024-06-06,2024-06-06 00:00:00.000000,657.46,Wellness,Medina,Retail
ORD_0006038,CUST_00775,2023-02-09,2023-02-09 00:00:00.000000,842.4,Personal Care,Jeddah,Retail
ORD_0006039,CUST_00604,2022-04-13,2022-04-13 00:00:00.000000,174.97,Wellness,Medina,Retail
ORD_0006040,CUST_01949,2021-08-17,2021-08-17 00:00:00.000000,222.16,Medication,Mecca,Retail
ORD_0006041,CUST_00660,2021-09-11,2021-09-11 00:00:00.000000,288.05,Wellness,Dammam,Retail
ORD_0006042,CUST_00310,2022-04-09,2022-04-09 00:00:00.000000,831.25,Medication,Mecca,Retail
ORD_0006043,CUST_00001,2023-07-20,2023-07-20 00:00:00.000000,334.61,Personal Care,Jeddah,Retail
ORD_0006044,CUST_00632,2024-05-31,2024-05-31 00:00:00.000000,402.67,Medication,Mecca,Retail
ORD_0006045,CUST_00221,2023-03-06,2023-03-06 00:00:00.000000,956.67,Medication,Dammam,Retail
ORD_0006046,CUST_00016,2025-05-22,2025-05-22 00:00:00.000000,372.78,Medication,Dammam,Retail
ORD_0006047,CUST_00676,2023-04-09,2023-04-09 00:00:00.000000,772.19,Medication,Medina,Retail
ORD_0006048,CUST_01054,2022-09-28,2022-09-28 00:00:00.000000,384.04,Wellness,Medina,Retail
ORD_0006049,CUST_01254,2025-07-09,2025-07-09 00:00:00.000000,832.73,Personal Care,Mecca,Retail
ORD_0006050,CUST_00305,2023-07-13,2023-07-13 00:00:00.000000,166.43,Personal Care,Jeddah,Retail
ORD_0006051,CUST_00253,2021-02-07,2021-02-07 00:00:00.000000,612.44,Personal Care,Dammam,Retail
ORD_0006052,CUST_00554,2023-05-23,2023-05-23 00:00:00.000000,891.32,Medication,Jeddah,Retail
ORD_0006053,CUST_01623,2025-04-08,2025-04-08 00:00:00.000000,291.62,Medication,Mecca,Retail
ORD_0006054,CUST_00575,2021-12-26,2021-12-26 00:00:00.000000,811.3,Wellness,Mecca,Retail
ORD_0006055,CUST_01048,2021-10-10,2021-10-10 00:00:00.000000,279.93,Medication,Riyadh,Corporate
ORD_0006056,CUST_01394,2024-10-27,2024-10-27 00:00:00.000000,476.26,Personal Care,Mecca,Retail
ORD_0006057,CUST_01560,2024-02-17,2024-02-17 00:00:00.000000,168.11,Medication,Dammam,VIP
ORD_0006058,CUST_01548,2022-06-18,2022-06-18 00:00:00.000000,114.74,Personal Care,Riyadh,Retail
ORD_0006059,CUST_00301,2023-01-27,2023-01-27 00:00:00.000000,110.87,Personal Care,Medina,Corporate
ORD_0006060,CUST_01772,2025-02-26,2025-02-26 00:00:00.000000,903.18,Personal Care,Riyadh,Retail
ORD_0006061,CUST_00223,2025-07-09,2025-07-09 00:00:00.000000,35.18,Personal Care,Mecca,VIP
ORD_0006062,CUST_01160,2023-08-06,2023-08-06 00:00:00.000000,167.59,Wellness,Mecca,Retail
ORD_0006063,CUST_00704,2023-05-19,2023-05-19 00:00:00.000000,528.93,Wellness,Riyadh,Retail
ORD_0006064,CUST_01660,2023-06-25,2023-06-25 00:00:00.000000,685.7,Wellness,Mecca,Retail
ORD_0006065,CUST_00924,2022-11-29,2022-11-29 00:00:00.000000,780.78,Medication,Riyadh,Retail
ORD_0006066,CUST_00854,2022-09-06,2022-09-06 00:00:00.000000,771.9,Personal Care,Dammam,Retail
ORD_0006067,CUST_01946,2025-04-30,2025-04-30 00:00:00.000000,160.83,Wellness,Dammam,Retail
ORD_0006068,CUST_01687,2025-04-21,2025-04-21 00:00:00.000000,166.11,Personal Care,Medina,Corporate
ORD_0006069,CUST_00380,2020-11-12,2020-11-12 00:00:00.000000,646.61,Medication,Dammam,Retail
ORD_0006070,CUST_00138,2024-02-17,2024-02-17 00:00:00.000000,970.6,Medication,Riyadh,Retail
ORD_0006071,CUST_01133,2021-09-24,2021-09-24 00:00:00.000000,344.5,Wellness,Dammam,VIP
ORD_0006072,CUST_00688,2024-04-13,2024-04-13 00:00:00.000000,245.79,Medication,Mecca,Retail
ORD_0006073,CUST_01046,2024-08-21,2024-08-21 21:27:26.742112,482.29,Wellness,Riyadh,VIP
ORD_0006074,CUST_00812,2025-05-15,2025-05-15 00:00:00.000000,446.45,Personal Care,Jeddah,Retail
ORD_0006075,CUST_00090,2024-12-18,2024-12-18 00:00:00.000000,145.93,Wellness,Mecca,Retail
ORD_0006076,CUST_00612,2022-05-16,2022-05-16 00:00:00.000000,712.63,Wellness,Dammam,Retail
ORD_0006077,CUST_00161,2025-06-07,2025-06-07 00:00:00.000000,146.79,Wellness,Riyadh,Retail
ORD_0006078,CUST_00425,2021-05-03,2021-05-03 00:00:00.000000,690.33,Personal Care,Jeddah,Retail
ORD_0006079,CUST_01866,2023-09-13,2023-09-13 00:00:00.000000,564.34,Medication,Dammam,Retail
ORD_0006080,CUST_00760,2021-07-21,2021-07-21 00:00:00.000000,408.21,Personal Care,Dammam,VIP
ORD_0006081,CUST_00070,2025-01-30,2025-01-30 00:00:00.000000,844.57,Medication,Jeddah,Retail
ORD_0006082,CUST_00526,2025-05-26,2025-05-26 00:00:00.000000,955.6,Personal Care,Jeddah,Retail
ORD_0006083,CUST_01677,2022-10-12,2022-10-12 00:00:00.000000,34.92,Wellness,Dammam,Retail
ORD_0006084,CUST_01888,2023-10-12,2023-10-12 00:00:00.000000,368.36,Personal Care,Medina,Retail
ORD_0006085,CUST_00782,2022-07-09,2022-07-09 00:00:00.000000,365.48,Wellness,Medina,Retail
ORD_0006086,CUST_01907,2023-07-05,2023-07-05 00:00:00.000000,229.26,Personal Care,Dammam,Retail
ORD_0006087,CUST_01741,2024-02-09,2024-02-09 00:00:00.000000,114.75,Wellness,Dammam,Retail
ORD_0006088,CUST_00464,2022-11-20,2022-11-20 00:00:00.000000,822.31,Personal Care,Riyadh,Retail
ORD_0006089,CUST_01910,2024-10-22,2024-10-22 00:00:00.000000,181.34,Personal Care,Medina,Retail
ORD_0006090,CUST_00957,2021-11-04,2021-11-04 00:00:00.000000,110.39,Personal Care,Mecca,Retail
ORD_0006091,CUST_00421,2025-02-07,2025-02-07 00:00:00.000000,316.49,Personal Care,Riyadh,Retail
ORD_0006092,CUST_01228,2024-02-13,2024-02-13 00:00:00.000000,377.01,Personal Care,Dammam,Retail
ORD_0006093,CUST_00728,2024-05-09,2024-05-09 00:00:00.000000,722.6,Personal Care,Dammam,Retail
ORD_0006094,CUST_01086,2024-03-30,2024-03-30 00:00:00.000000,516.46,Wellness,Jeddah,Retail
ORD_0006095,CUST_01048,2022-10-16,2022-10-16 00:00:00.000000,72.61,Medication,Riyadh,Corporate
ORD_0006096,CUST_00236,2022-08-04,2022-08-04 00:00:00.000000,581.23,Personal Care,Medina,Retail
ORD_0006097,CUST_00522,2022-01-20,2022-01-20 00:00:00.000000,467.22,Medication,Dammam,Retail
ORD_0006098,CUST_01054,2021-12-06,2021-12-06 00:00:00.000000,501.22,Medication,Medina,Retail
ORD_0006099,CUST_01950,2023-07-29,2023-07-29 00:00:00.000000,230.1,Medication,Mecca,Retail
ORD_0006100,CUST_00469,2025-05-03,2025-05-03 00:00:00.000000,610.04,Medication,Dammam,Corporate
ORD_0006101,CUST_01903,2024-08-01,2024-08-01 00:00:00.000000,33.5,Personal Care,Jeddah,Retail
ORD_0006102,CUST_00240,2023-05-26,2023-05-26 00:00:00.000000,737.2,Personal Care,Medina,Corporate
ORD_0006103,CUST_00447,2024-07-15,2024-07-15 00:00:00.000000,564.46,Wellness,Medina,Retail
ORD_0006104,CUST_01480,2024-07-22,2024-07-22 00:00:00.000000,270.72,Medication,Mecca,Retail
ORD_0006105,CUST_00824,2022-09-23,2022-09-23 00:00:00.000000,422.91,Wellness,Jeddah,Retail
ORD_0006106,CUST_00823,2020-12-17,2020-12-17 00:00:00.000000,23.66,Wellness,Mecca,Retail
ORD_0006107,CUST_01970,2025-02-20,2025-02-20 00:00:00.000000,156.46,Personal Care,Dammam,Retail
ORD_0006108,CUST_01745,2021-09-24,2021-09-24 00:00:00.000000,137.74,Personal Care,Riyadh,Retail
ORD_0006109,CUST_01320,2023-09-04,2023-09-04 00:00:00.000000,144.52,Medication,Dammam,Corporate
ORD_0006110,CUST_01758,2025-01-16,2025-01-16 00:00:00.000000,513.38,Personal Care,Jeddah,Retail
ORD_0006111,CUST_00337,2024-10-31,2024-10-31 00:00:00.000000,564.49,Wellness,Dammam,Corporate
ORD_0006112,CUST_00273,2024-08-22,2024-08-22 00:00:00.000000,276.2,Personal Care,Dammam,Retail
ORD_0006113,CUST_00421,2022-08-30,2022-08-30 00:00:00.000000,853.48,Personal Care,Riyadh,Retail
ORD_0006114,CUST_01595,2023-07-07,2023-07-07 00:00:00.000000,650.97,Wellness,Jeddah,Retail
ORD_0006115,CUST_01167,2022-09-30,2022-09-30 00:00:00.000000,669.01,Wellness,Mecca,Retail
ORD_0006116,CUST_00821,2024-12-02,2024-12-02 00:00:00.000000,967.29,Wellness,Jeddah,Retail
ORD_0006117,CUST_01112,2023-06-23,2023-06-23 00:00:00.000000,988.77,Medication,Riyadh,Retail
ORD_0006118,CUST_00516,2024-12-26,2024-12-26 00:00:00.000000,915.86,Wellness,Riyadh,Retail
ORD_0006119,CUST_01067,2023-06-12,2023-06-12 00:00:00.000000,586.71,Medication,Medina,Retail
ORD_0006120,CUST_00230,2023-07-20,2023-07-20 00:00:00.000000,981.82,Wellness,Medina,Retail
ORD_0006121,CUST_00200,2022-05-01,2022-05-01 00:00:00.000000,967.53,Medication,Mecca,Retail
ORD_0006122,CUST_01787,2024-06-06,2024-06-06 00:00:00.000000,754.37,Personal Care,Riyadh,Retail
ORD_0006123,CUST_00180,2023-10-22,2023-10-22 21:27:26.742250,762.0,Personal Care,Mecca,Retail
ORD_0006124,CUST_01486,2022-01-20,2022-01-20 00:00:00.000000,793.5,Personal Care,Dammam,Retail
ORD_0006125,CUST_00194,2021-09-14,2021-09-14 00:00:00.000000,695.51,Personal Care,Dammam,Retail
ORD_0006126,CUST_00716,2022-07-21,2022-07-21 00:00:00.000000,743.35,Personal Care,Dammam,VIP
ORD_0006127,CUST_01453,2024-03-29,2024-03-29 00:00:00.000000,581.26,Medication,Jeddah,Corporate
ORD_0006128,CUST_01275,2022-03-07,2022-03-07 00:00:00.000000,509.65,Medication,Mecca,Retail
ORD_0006129,CUST_00427,2024-04-01,2024-04-01 00:00:00.000000,209.55,Wellness,Mecca,Retail
ORD_0006130,CUST_01180,2023-04-13,2023-04-13 00:00:00.000000,193.72,Wellness,Mecca,Corporate
ORD_0006131,CUST_01064,2024-10-02,2024-10-02 00:00:00.000000,486.72,Medication,Jeddah,Retail
ORD_0006132,CUST_00739,2025-06-16,2025-06-16 00:00:00.000000,436.64,Wellness,Jeddah,Retail
ORD_0006133,CUST_00182,2024-08-30,2024-08-30 00:00:00.000000,271.7,Personal Care,Jeddah,Retail
ORD_0006134,CUST_00708,2022-11-18,2022-11-18 00:00:00.000000,778.94,Medication,Riyadh,Retail
ORD_0006135,CUST_01965,2024-09-26,2024-09-26 00:00:00.000000,659.31,Medication,Riyadh,Retail
ORD_0006136,CUST_00885,2024-02-06,2024-02-06 00:00:00.000000,857.87,Personal Care,Medina,Retail
ORD_0006137,CUST_01242,2021-12-18,2021-12-18 00:00:00.000000,685.99,Wellness,Jeddah,Retail
ORD_0006138,CUST_00235,2023-05-13,2023-05-13 00:00:00.000000,868.57,Medication,Jeddah,Retail
ORD_0006139,CUST_00167,2022-06-16,2022-06-16 00:00:00.000000,617.59,Personal Care,Dammam,Retail
ORD_0006140,CUST_01980,2021-04-20,2021-04-20 00:00:00.000000,321.66,Medication,Jeddah,Retail
ORD_0006141,CUST_00845,2023-02-17,2023-02-17 00:00:00.000000,509.4,Medication,Medina,Retail
ORD_0006142,CUST_00535,2024-08-13,2024-08-13 00:00:00.000000,611.63,Personal Care,Mecca,Retail
ORD_0006143,CUST_01074,2024-08-19,2024-08-19 00:00:00.000000,115.3,Wellness,Jeddah,Retail
ORD_0006144,CUST_01690,2023-10-10,2023-10-10 21:27:26.742310,709.96,Medication,Riyadh,Retail
ORD_0006145,CUST_00701,2025-08-05,2025-08-05 00:00:00.000000,491.58,Medication,Jeddah,Retail
ORD_0006146,CUST_00781,2022-08-29,2022-08-29 00:00:00.000000,620.83,Wellness,Riyadh,Corporate
ORD_0006147,CUST_01364,2022-04-18,2022-04-18 00:00:00.000000,399.36,Medication,Jeddah,Retail
ORD_0006148,CUST_01196,2025-05-06,2025-05-06 00:00:00.000000,406.52,Medication,Mecca,Retail
ORD_0006149,CUST_01559,2021-09-05,2021-09-05 00:00:00.000000,468.91,Medication,Jeddah,Retail
ORD_0006150,CUST_01381,2022-02-03,2022-02-03 00:00:00.000000,75.99,Wellness,Medina,Retail
ORD_0006151,CUST_01162,2023-07-25,2023-07-25 00:00:00.000000,450.06,Wellness,Mecca,Retail
ORD_0006152,CUST_01866,2023-07-20,2023-07-20 00:00:00.000000,628.04,Personal Care,Dammam,Retail
ORD_0006153,CUST_01729,2024-08-04,2024-08-04 00:00:00.000000,652.69,Personal Care,Dammam,Retail
ORD_0006154,CUST_00909,2025-01-26,2025-01-26 00:00:00.000000,211.56,Wellness,Jeddah,Retail
ORD_0006155,CUST_00956,2020-09-18,2020-09-18 00:00:00.000000,136.17,Wellness,Riyadh,VIP
ORD_0006156,CUST_01388,2021-02-21,2021-02-21 00:00:00.000000,836.87,Wellness,Dammam,Retail
ORD_0006157,CUST_00421,2025-01-22,2025-01-22 00:00:00.000000,812.21,Wellness,Riyadh,Retail
ORD_0006158,CUST_00009,2025-08-03,2025-08-03 00:00:00.000000,967.08,Wellness,Dammam,Retail
ORD_0006159,CUST_00832,2023-08-01,2023-08-01 00:00:00.000000,560.79,Personal Care,Jeddah,Retail
ORD_0006160,CUST_01406,2023-10-13,2023-10-13 00:00:00.000000,431.7,Personal Care,Medina,Retail
ORD_0006161,CUST_00702,2025-05-26,2025-05-26 00:00:00.000000,216.46,Wellness,Medina,VIP
ORD_0006162,CUST_01982,2023-07-02,2023-07-02 00:00:00.000000,864.75,Personal Care,Mecca,Retail
ORD_0006163,CUST_00600,2023-01-03,2023-01-03 00:00:00.000000,949.91,Wellness,Riyadh,Corporate
ORD_0006164,CUST_00560,2022-11-05,2022-11-05 00:00:00.000000,886.03,Wellness,Medina,VIP
ORD_0006165,CUST_00411,2022-10-27,2022-10-27 00:00:00.000000,500.2,Personal Care,Mecca,Retail
ORD_0006166,CUST_00868,2024-05-19,2024-05-19 00:00:00.000000,602.64,Wellness,Dammam,Corporate
ORD_0006167,CUST_01506,2023-04-13,2023-04-13 00:00:00.000000,527.88,Wellness,Jeddah,Retail
ORD_0006168,CUST_00788,2024-09-08,2024-09-08 00:00:00.000000,274.1,Wellness,Riyadh,Retail
ORD_0006169,CUST_01991,2023-04-26,2023-04-26 00:00:00.000000,749.69,Personal Care,Dammam,Retail
ORD_0006170,CUST_01657,2024-06-02,2024-06-02 00:00:00.000000,253.84,Wellness,Medina,Retail
ORD_0006171,CUST_01768,2022-12-18,2022-12-18 00:00:00.000000,654.82,Medication,Jeddah,Retail
ORD_0006172,CUST_00518,2021-03-10,2021-03-10 00:00:00.000000,779.16,Wellness,Dammam,Corporate
ORD_0006173,CUST_00347,2023-06-30,2023-06-30 00:00:00.000000,654.5,Wellness,Jeddah,Retail
ORD_0006174,CUST_01391,2025-01-23,2025-01-23 00:00:00.000000,618.92,Medication,Riyadh,Retail
ORD_0006175,CUST_01314,2024-03-06,2024-03-06 00:00:00.000000,273.52,Medication,Riyadh,Corporate
ORD_0006176,CUST_00903,2023-03-18,2023-03-18 00:00:00.000000,294.06,Medication,Riyadh,Retail
ORD_0006177,CUST_01582,2023-07-05,2023-07-05 00:00:00.000000,534.48,Personal Care,Mecca,Retail
ORD_0006178,CUST_00442,2022-11-02,2022-11-02 00:00:00.000000,734.81,Wellness,Mecca,Retail
