OrderID,Timestamp,ProductID,ProductName,Category,Quantity,GrossValue,DiscountValue,CostOfGoodsSold,CustomerID,City,LocationID,Channel,OrderStatus
ORD1075,2025-06-21 15:19:34,P4528,First Aid Product 4528,First Aid,2,99.72,18.39,45.84,C3177,Riyadh,E046,Web,Completed
ORD1076,2025-06-18 15:06:34,P4229,Supplements Product 4229,Supplements,4,628.12,65.71,311.2,C13392,Riyadh,E004,Mobile,Completed
ORD1077,2025-03-03 06:43:17,P048,Pain Relief Product 48,Pain Relief,1,52.6,0.0,23.85,C14437,Dammam,E047,Web,Completed
ORD1078,2025-04-22 17:25:29,P2050,First Aid Product 2050,First Aid,3,315.51,0.43,165.18,C3546,Riyadh,E014,Web,Completed
ORD1079,2025-05-30 05:20:34,P3457,Supplements Product 3457,Supplements,2,80.38,0.0,32.86,C13719,Riyadh,E024,Web,Completed
ORD1080,2025-06-12 19:37:02,P924,Wellness Product 924,Wellness,2,200.48,0.0,112.12,C6244,Jeddah,E007,Web,Completed
ORD1081,2024-11-02 19:48:58,P1296,Supplements Product 1296,Supplements,2,277.12,0.0,165.86,C8068,Jeddah,E024,Web,Completed
ORD1082,2025-07-08 22:49:28,P346,Medical Devices Product 346,Medical Devices,4,322.72,0.0,173.76,C10384,Riyadh,E023,Web,Completed
ORD1083,2024-09-17 21:17:09,P3840,First Aid Product 3840,First Aid,2,248.54,0.0,132.48,C8139,Riyadh,E004,Web,Completed
ORD1084,2025-02-08 04:37:42,P3392,Skincare Product 3392,Skincare,3,530.46,66.29,230.39999999999998,C9705,Dammam,E028,Web,Completed
ORD1085,2025-04-10 05:35:18,P3451,First Aid Product 3451,First Aid,2,144.32,0.0,60.62,C14369,Jeddah,E009,Web,Completed
ORD1086,2025-05-07 22:27:02,P2557,Personal Care Product 2557,Personal Care,5,455.75,0.0,189.4,C4212,Dammam,E031,Web,Completed
ORD1087,2025-06-26 08:42:34,P4406,Wellness Product 4406,Wellness,5,345.85,57.02,169.8,C4643,Jeddah,E034,Mobile,Completed
ORD1088,2025-06-26 07:41:21,P4964,Supplements Product 4964,Supplements,3,295.29,0.0,141.06,C2660,Riyadh,E048,Mobile,Completed
ORD1089,2025-05-11 12:57:51,P557,Supplements Product 557,Supplements,5,708.05,0.0,295.15,C1453,Riyadh,E018,Mobile,Completed
ORD1090,2025-07-23 09:41:48,P1648,Vitamins Product 1648,Vitamins,2,25.72,0.19,10.42,C4407,Riyadh,E007,Web,Completed
ORD1091,2024-12-23 22:28:25,P2658,First Aid Product 2658,First Aid,5,899.45,0.0,471.25,C1363,Riyadh,E043,Web,Completed
ORD1092,2025-05-05 07:34:17,P1676,Wellness Product 1676,Wellness,5,349.8,0.0,180.15,C1317,Riyadh,E008,Web,Returned
ORD1093,2025-01-25 17:50:49,P1192,Vitamins Product 1192,Vitamins,4,637.76,0.0,344.52,C10464,Riyadh,E003,Mobile,Completed
ORD1094,2025-02-16 13:59:37,P4138,Pain Relief Product 4138,Pain Relief,3,554.97,0.0,227.13,C14617,Riyadh,E011,Web,Completed
ORD1095,2025-04-10 13:55:35,P2078,Skincare Product 2078,Skincare,1,43.37,0.0,20.84,C4377,Dammam,E006,Mobile,Completed
ORD1096,2025-07-05 22:41:13,P1579,First Aid Product 1579,First Aid,4,537.84,0.0,289.92,C9748,Jeddah,E045,Web,Completed
ORD1097,2025-06-17 08:02:06,P4264,Personal Care Product 4264,Personal Care,1,137.57,0.0,57.81,C12107,Jeddah,E034,Web,Completed
ORD1098,2024-09-22 13:38:04,P414,Pain Relief Product 414,Pain Relief,1,160.8,0.0,83.51,C14351,Riyadh,E028,Retail,Returned
ORD1099,2024-11-07 11:42:50,P3872,Supplements Product 3872,Supplements,1,92.18,0.0,43.09,C644,Riyadh,E008,Web,Returned
ORD1100,2025-01-29 12:50:26,P1144,Medical Devices Product 1144,Medical Devices,4,766.8,66.83,452.6,C8111,Jeddah,E022,Web,Completed
ORD1101,2025-08-21 05:29:46,P1376,Wellness Product 1376,Wellness,4,360.4,0.0,169.92,C13726,Riyadh,E009,Web,Completed
ORD1102,2025-03-02 08:46:30,P1893,Medical Devices Product 1893,Medical Devices,2,58.96,0.0,24.76,C11899,Riyadh,E022,Mobile,Completed
ORD1103,2025-04-16 00:57:34,P344,Personal Care Product 344,Personal Care,2,149.26,7.58,65.2,C5518,Dammam,E015,Web,Completed
ORD1104,2025-01-31 04:59:32,P3823,First Aid Product 3823,First Aid,2,169.04,16.21,68.9,C7257,Riyadh,E027,Mobile,Completed
ORD1105,2025-07-31 14:54:18,P373,Skincare Product 373,Skincare,2,377.96,0.0,203.06,C7325,Jeddah,E039,Web,Completed
ORD1106,2025-03-18 15:55:18,P3600,Supplements Product 3600,Supplements,2,198.94,12.42,115.76,C5313,Jeddah,E029,Web,Completed
ORD1107,2025-05-08 21:21:26,P1327,Pain Relief Product 1327,Pain Relief,5,375.5,1.3,223.4,C200,Dammam,E050,Web,Completed
ORD1108,2025-07-24 06:46:44,P4698,Supplements Product 4698,Supplements,2,177.78,0.0,88.72,C8278,Jeddah,E048,Mobile,Completed
ORD1109,2025-03-14 07:45:00,P4919,First Aid Product 4919,First Aid,5,878.8,121.6,401.1,C13521,Jeddah,E021,Mobile,Completed
ORD1110,2024-10-06 12:34:57,P702,Skincare Product 702,Skincare,1,42.8,0.0,17.56,C13385,Riyadh,E037,Web,Completed
ORD1111,2024-09-21 16:52:12,P2400,Wellness Product 2400,Wellness,3,403.23,0.0,186.81,C12484,Dammam,E003,Mobile,Completed
ORD1112,2025-07-19 01:26:44,P3782,Pain Relief Product 3782,Pain Relief,3,464.22,0.0,228.84,C393,Dammam,E039,Web,Completed
ORD1113,2025-08-25 16:23:11,P4292,Vitamins Product 4292,Vitamins,1,94.44,8.53,51.08,C2959,Riyadh,E012,Mobile,Completed
ORD1114,2025-02-17 21:33:08,P2260,Supplements Product 2260,Supplements,4,415.64,62.98,227.32,C7570,Jeddah,E050,Web,Completed
ORD1115,2025-01-01 19:19:19,P4066,Personal Care Product 4066,Personal Care,3,428.01,0.0,189.57,C13632,Dammam,E028,Mobile,Completed
ORD1116,2024-11-05 07:49:02,P4660,Wellness Product 4660,Wellness,4,294.36,0.0,173.36,C4354,Dammam,E027,Web,Completed
ORD1117,2025-04-20 21:16:42,P4325,Medical Devices Product 4325,Medical Devices,1,184.59,0.0,79.52,C13532,Riyadh,E029,Retail,Completed
ORD1118,2024-11-25 01:46:54,P2667,Pain Relief Product 2667,Pain Relief,2,347.28,45.47,187.06,C5080,Riyadh,E024,Mobile,Completed
ORD1119,2025-05-27 17:54:07,P3198,Medical Devices Product 3198,Medical Devices,1,81.37,0.0,44.88,C10815,Jeddah,E035,Mobile,Completed
ORD1120,2025-01-12 01:42:50,P2787,Personal Care Product 2787,Personal Care,5,983.7,116.66,444.25,C12717,Riyadh,E037,Web,Returned
ORD1121,2025-04-30 13:32:25,P3095,Skincare Product 3095,Skincare,2,246.26,0.0,123.96,C4001,Jeddah,E016,Retail,Completed
ORD1122,2025-04-25 06:18:05,P1701,Wellness Product 1701,Wellness,4,721.52,143.71,432.56,C5329,Dammam,E015,Web,Completed
ORD1123,2024-12-23 10:44:12,P2797,Wellness Product 2797,Wellness,5,815.35,0.0,356.75,C10675,Riyadh,E009,Web,Returned
ORD1124,2025-01-03 11:34:15,P1716,First Aid Product 1716,First Aid,3,66.96,0.0,37.53,C5434,Riyadh,E007,Web,Completed
ORD1125,2025-07-08 20:33:35,P4701,Vitamins Product 4701,Vitamins,3,81.72,1.8,42.96,C11533,Riyadh,E040,Mobile,Completed
ORD1126,2024-12-19 23:09:39,P3203,Medical Devices Product 3203,Medical Devices,4,350.84,55.95,210.32,C12890,Riyadh,E043,Web,Completed
ORD1127,2025-08-26 10:47:48,P3638,Wellness Product 3638,Wellness,1,165.16,10.01,70.18,C12189,Jeddah,E024,Mobile,Completed
ORD1128,2025-08-15 07:05:39,P4338,First Aid Product 4338,First Aid,2,301.6,0.0,124.72,C12312,Riyadh,E014,Mobile,Completed
ORD1129,2025-04-30 16:12:59,P2891,Skincare Product 2891,Skincare,5,782.55,110.72,453.29999999999995,C8119,Jeddah,E033,Web,Completed
ORD1130,2025-07-24 04:00:09,P1364,Pain Relief Product 1364,Pain Relief,5,712.35,0.0,300.2,C8818,Dammam,E011,Web,Completed
ORD1131,2024-12-01 23:15:18,P2983,First Aid Product 2983,First Aid,3,167.88,0.0,85.80000000000001,C14511,Jeddah,E023,Mobile,Completed
ORD1132,2025-02-04 03:19:44,P1808,Wellness Product 1808,Wellness,2,72.66,0.0,36.84,C5003,Dammam,E035,Web,Completed
ORD1133,2024-09-15 21:26:14,P3220,Skincare Product 3220,Skincare,5,685.5,0.0,275.2,C14673,Dammam,E042,Web,Completed
ORD1134,2025-06-13 14:03:08,P3712,First Aid Product 3712,First Aid,3,327.15,0.0,140.46,C001,Dammam,E003,Web,Completed
ORD1135,2025-05-10 07:53:37,P4354,Pain Relief Product 4354,Pain Relief,2,368.42,11.19,174.08,C5883,Jeddah,E015,Retail,Completed
ORD1136,2025-04-05 00:53:39,P2477,Medical Devices Product 2477,Medical Devices,1,42.07,0.0,22.18,C5953,Jeddah,E016,Web,Completed
ORD1137,2024-11-10 08:06:38,P4906,First Aid Product 4906,First Aid,4,662.08,31.35,349.4,C14187,Riyadh,E011,Web,Completed
ORD1138,2024-11-02 19:41:21,P2736,Pain Relief Product 2736,Pain Relief,3,445.11,62.39,181.89000000000001,C10585,Jeddah,E023,Web,Completed
ORD1139,2024-12-05 12:11:52,P1364,Pain Relief Product 1364,Pain Relief,3,427.41,43.57,180.12,C10634,Riyadh,E022,Web,Completed
ORD1140,2025-06-27 20:43:52,P3823,First Aid Product 3823,First Aid,5,422.6,0.0,172.25,C877,Riyadh,E042,Web,Completed
ORD1141,2025-02-14 04:27:00,P1184,Vitamins Product 1184,Vitamins,2,263.02,0.0,147.7,C3054,Dammam,E046,Web,Completed
ORD1142,2025-05-06 00:53:56,P2157,Pain Relief Product 2157,Pain Relief,1,46.76,0.0,21.22,C10883,Dammam,E031,Web,Completed
ORD1143,2025-08-17 08:07:53,P4651,First Aid Product 4651,First Aid,1,185.96,29.32,82.9,C14739,Jeddah,E016,Mobile,Completed
ORD1144,2025-02-02 16:30:30,P1855,Wellness Product 1855,Wellness,2,76.54,6.06,40.82,C10019,Riyadh,E048,Web,Completed
ORD1145,2024-12-03 09:02:56,P1155,Medical Devices Product 1155,Medical Devices,3,111.69,0.0,61.019999999999996,C5628,Jeddah,E006,Mobile,Completed
ORD1146,2024-11-23 15:48:21,P3390,Skincare Product 3390,Skincare,1,68.21,0.0,29.08,C14460,Jeddah,E016,Retail,Completed
ORD1147,2024-09-28 15:34:31,P625,Personal Care Product 625,Personal Care,4,775.84,0.0,344.56,C8606,Jeddah,E005,Web,Completed
ORD1148,2024-11-16 19:29:32,P3871,Vitamins Product 3871,Vitamins,3,418.26,0.0,224.07,C8882,Riyadh,E001,Retail,Completed
ORD1149,2025-04-25 17:58:40,P3611,Vitamins Product 3611,Vitamins,5,719.15,0.0,347.5,C5003,Dammam,E022,Web,Completed
ORD1150,2025-02-25 04:36:40,P1286,First Aid Product 1286,First Aid,1,45.71,3.07,19.18,C14584,Riyadh,E033,Mobile,Completed
ORD1151,2025-03-13 15:04:07,P1847,Vitamins Product 1847,Vitamins,4,557.6,19.96,253.4,C1741,Riyadh,E039,Web,Completed
ORD1152,2024-11-24 05:12:14,P535,Wellness Product 535,Wellness,2,191.14,0.0,111.58,C2310,Riyadh,E020,Mobile,Completed
ORD1153,2025-03-31 02:09:35,P2090,Personal Care Product 2090,Personal Care,1,162.15,0.0,76.96,C7892,Dammam,E041,Web,Completed
ORD1154,2025-02-11 04:20:14,P676,Skincare Product 676,Skincare,5,959.15,0.0,568.55,C13413,Dammam,E002,Mobile,Completed
ORD1155,2025-03-25 01:34:51,P3852,Supplements Product 3852,Supplements,1,131.84,0.0,59.4,C5302,Dammam,E038,Web,Completed
ORD1156,2025-01-03 04:23:52,P4354,Pain Relief Product 4354,Pain Relief,1,184.21,0.0,87.04,C9527,Jeddah,E012,Web,Completed
ORD1157,2024-11-03 12:37:13,P4465,First Aid Product 4465,First Aid,3,405.36,0.0,221.79000000000002,C2405,Riyadh,E018,Web,Completed
ORD1158,2025-03-18 01:26:45,P1401,Personal Care Product 1401,Personal Care,5,462.6,16.55,242.95000000000002,C318,Dammam,E044,Web,Completed
ORD1159,2025-01-02 01:40:46,P1411,Medical Devices Product 1411,Medical Devices,4,501.32,0.0,295.28,C13961,Jeddah,E023,Web,Completed
ORD1160,2025-03-07 15:37:05,P1689,Personal Care Product 1689,Personal Care,5,524.6,83.93,210.45000000000002,C8091,Jeddah,E034,Web,Completed
ORD1161,2024-10-12 16:56:56,P1436,Pain Relief Product 1436,Pain Relief,4,642.72,17.55,279.92,C5071,Dammam,E024,Web,Completed
ORD1162,2024-09-10 03:58:36,P1789,First Aid Product 1789,First Aid,1,127.65,0.0,74.44,C3101,Jeddah,E035,Mobile,Completed
ORD1163,2024-10-07 19:55:45,P1992,First Aid Product 1992,First Aid,5,340.1,0.0,161.0,C2387,Riyadh,E016,Mobile,Completed
ORD1164,2024-12-07 07:07:33,P2681,Skincare Product 2681,Skincare,4,742.24,47.84,429.32,C11457,Dammam,E049,Mobile,Completed
ORD1165,2025-02-09 06:59:08,P870,Skincare Product 870,Skincare,2,99.68,0.0,56.06,C9267,Riyadh,E021,Web,Completed
ORD1166,2025-04-28 10:45:38,P1353,Wellness Product 1353,Wellness,1,34.47,3.7,14.91,C5287,Riyadh,E034,Mobile,Completed
ORD1167,2024-11-07 01:57:32,P1131,Wellness Product 1131,Wellness,5,891.55,0.0,417.45,C13754,Dammam,E050,Web,Completed
ORD1168,2024-09-12 20:42:24,P649,Vitamins Product 649,Vitamins,4,628.84,0.0,261.68,C11323,Riyadh,E003,Web,Completed
ORD1169,2025-06-07 13:35:41,P069,Pain Relief Product 69,Pain Relief,1,29.94,0.0,14.75,C2859,Riyadh,E019,Web,Completed
ORD1170,2025-06-26 14:11:47,P4764,Personal Care Product 4764,Personal Care,1,98.32,0.0,41.79,C4516,Dammam,E004,Mobile,Completed
ORD1171,2025-05-20 04:10:25,P4669,Personal Care Product 4669,Personal Care,5,230.25,0.0,113.3,C9572,Riyadh,E006,Web,Completed
ORD1172,2025-01-09 22:07:07,P2112,Pain Relief Product 2112,Pain Relief,2,189.34,0.0,85.14,C2664,Riyadh,E019,Mobile,Completed
ORD1173,2025-08-30 13:51:40,P1835,Skincare Product 1835,Skincare,3,312.45,0.0,176.22,C7279,Riyadh,E016,Web,Returned
ORD1174,2025-06-17 22:48:17,P4163,Skincare Product 4163,Skincare,5,541.95,84.69,272.04999999999995,C6884,Jeddah,E043,Retail,Completed
ORD1175,2025-03-19 23:06:49,P4421,Skincare Product 4421,Skincare,5,431.4,0.0,214.5,C4122,Dammam,E010,Mobile,Completed
ORD1176,2025-01-01 18:16:29,P392,Vitamins Product 392,Vitamins,4,410.24,76.61,216.76,C12512,Riyadh,E041,Web,Completed
ORD1177,2024-11-01 15:09:56,P4381,Pain Relief Product 4381,Pain Relief,2,61.24,4.47,26.7,C13065,Jeddah,E005,Mobile,Completed
ORD1178,2024-10-23 07:21:53,P4406,Wellness Product 4406,Wellness,5,345.85,0.0,169.8,C8564,Dammam,E027,Web,Completed
ORD1179,2024-10-20 00:57:26,P3480,Pain Relief Product 3480,Pain Relief,4,525.68,0.0,235.44,C14285,Jeddah,E036,Retail,Completed
ORD1180,2025-07-12 17:59:22,P3813,Medical Devices Product 3813,Medical Devices,5,97.05,0.0,55.4,C151,Riyadh,E012,Web,Completed
ORD1181,2025-04-18 07:38:51,P3108,Vitamins Product 3108,Vitamins,5,986.1,0.0,420.20000000000005,C4881,Jeddah,E035,Mobile,Completed
ORD1182,2025-01-17 12:33:00,P2710,Personal Care Product 2710,Personal Care,1,63.22,0.0,33.51,C7200,Riyadh,E033,Web,Completed
ORD1183,2025-02-16 01:11:36,P1345,First Aid Product 1345,First Aid,2,393.2,6.57,192.56,C13757,Riyadh,E031,Mobile,Completed
ORD1184,2025-01-02 17:01:41,P2390,Vitamins Product 2390,Vitamins,3,300.96,0.0,128.73,C14988,Jeddah,E050,Web,Completed
ORD1185,2024-09-05 00:43:02,P280,Personal Care Product 280,Personal Care,1,171.37,0.0,92.4,C2995,Dammam,E025,Web,Completed
ORD1186,2025-07-11 22:46:36,P4175,Skincare Product 4175,Skincare,3,257.7,0.0,121.41,C7851,Riyadh,E038,Retail,Completed
ORD1187,2024-10-29 16:23:46,P2411,First Aid Product 2411,First Aid,5,991.75,0.0,587.75,C8918,Dammam,E027,Mobile,Completed
ORD1188,2025-01-25 07:26:28,P4079,Medical Devices Product 4079,Medical Devices,3,438.99,0.0,225.75,C7796,Dammam,E020,Web,Completed
ORD1189,2025-03-20 22:52:54,P3906,Wellness Product 3906,Wellness,4,123.28,0.0,67.2,C1910,Riyadh,E015,Web,Completed
ORD1190,2024-09-26 21:20:01,P253,Wellness Product 253,Wellness,2,322.26,0.0,149.72,C1160,Jeddah,E004,Mobile,Completed
ORD1191,2025-03-27 18:19:52,P3795,Pain Relief Product 3795,Pain Relief,5,347.25,51.02,195.55,C1274,Dammam,E030,Web,Completed
ORD1192,2024-09-28 16:49:56,P2618,Personal Care Product 2618,Personal Care,1,119.05,0.0,48.4,C9114,Riyadh,E038,Web,Completed
ORD1193,2024-10-02 13:36:52,P1078,Personal Care Product 1078,Personal Care,4,539.64,0.0,322.24,C3989,Dammam,E049,Web,Completed
ORD1194,2025-01-29 21:18:29,P1783,Medical Devices Product 1783,Medical Devices,2,312.78,20.25,151.46,C2404,Jeddah,E002,Mobile,Completed
ORD1195,2025-05-20 17:45:56,P1074,Wellness Product 1074,Wellness,1,60.1,0.0,31.44,C8054,Jeddah,E050,Mobile,Completed
ORD1196,2025-01-02 16:24:17,P4103,Wellness Product 4103,Wellness,3,381.81,0.0,169.2,C9805,Riyadh,E044,Retail,Completed
ORD1197,2025-08-15 11:18:22,P3206,Supplements Product 3206,Supplements,3,61.56,11.39,25.53,C13430,Dammam,E023,Web,Completed
ORD1198,2025-02-26 06:19:54,P2456,Vitamins Product 2456,Vitamins,4,750.56,112.76,372.84,C7784,Riyadh,E028,Web,Completed
ORD1199,2025-02-12 09:39:19,P365,Vitamins Product 365,Vitamins,3,558.15,0.0,246.95999999999998,C12055,Riyadh,E014,Web,Completed
ORD1200,2024-09-21 14:30:44,P4765,Personal Care Product 4765,Personal Care,2,339.22,0.0,141.46,C272,Riyadh,E038,Web,Completed
ORD1201,2025-08-01 19:20:20,P403,Pain Relief Product 403,Pain Relief,4,679.16,0.0,401.44,C6606,Riyadh,E050,Web,Completed
ORD1202,2025-07-17 07:24:51,P4365,Personal Care Product 4365,Personal Care,4,117.8,0.0,68.2,C8531,Dammam,E022,Web,Completed
ORD1203,2024-09-27 03:11:31,P1350,Vitamins Product 1350,Vitamins,2,240.44,0.0,122.64,C11629,Dammam,E032,Web,Completed
ORD1204,2025-02-26 10:37:46,P200,Wellness Product 200,Wellness,5,402.45,0.0,213.25,C11146,Dammam,E005,Mobile,Completed
ORD1205,2025-02-22 09:11:04,P4311,Pain Relief Product 4311,Pain Relief,3,488.04,0.0,287.76,C7831,Riyadh,E026,Mobile,Completed
ORD1206,2024-10-18 02:30:59,P3830,Medical Devices Product 3830,Medical Devices,3,595.8,22.27,246.0,C4142,Jeddah,E045,Web,Returned
ORD1207,2024-12-30 20:58:24,P639,Pain Relief Product 639,Pain Relief,1,107.54,0.0,56.69,C8333,Riyadh,E028,Mobile,Completed
ORD1208,2025-06-14 08:39:33,P2833,Personal Care Product 2833,Personal Care,3,151.98,0.0,80.52,C13211,Riyadh,E016,Web,Completed
ORD1209,2024-10-30 12:04:46,P2020,Personal Care Product 2020,Personal Care,3,343.17,0.0,181.07999999999998,C10626,Riyadh,E031,Mobile,Completed
ORD1210,2025-06-02 07:20:05,P3537,Medical Devices Product 3537,Medical Devices,2,285.54,31.27,115.8,C4173,Dammam,E016,Web,Completed
ORD1211,2025-07-07 17:10:40,P105,Supplements Product 105,Supplements,4,232.88,25.41,129.36,C8762,Jeddah,E048,Mobile,Returned
ORD1212,2025-05-12 06:24:40,P3934,Personal Care Product 3934,Personal Care,2,60.88,0.0,33.58,C12581,Riyadh,E049,Mobile,Completed
ORD1213,2024-11-11 15:19:51,P1062,Skincare Product 1062,Skincare,2,107.14,0.0,60.58,C8147,Dammam,E018,Web,Completed
ORD1214,2025-02-05 16:49:57,P4953,Vitamins Product 4953,Vitamins,3,536.04,26.96,275.85,C14728,Dammam,E011,Retail,Completed
ORD1215,2025-03-21 13:23:32,P2068,Medical Devices Product 2068,Medical Devices,4,419.84,17.3,208.16,C5108,Jeddah,E037,Retail,Completed
ORD1216,2024-10-31 01:33:46,P1659,Personal Care Product 1659,Personal Care,3,120.48,2.44,60.75,C3780,Jeddah,E039,Web,Completed
ORD1217,2024-12-18 18:33:15,P3018,Medical Devices Product 3018,Medical Devices,3,368.46,69.52,160.77,C10545,Dammam,E030,Web,Completed
ORD1218,2024-09-21 18:02:14,P1183,Wellness Product 1183,Wellness,1,128.86,0.0,65.33,C10109,Jeddah,E042,Mobile,Completed
ORD1219,2024-10-18 15:35:37,P913,Wellness Product 913,Wellness,5,206.85,0.0,83.65,C14796,Riyadh,E036,Mobile,Completed
ORD1220,2024-11-20 01:54:50,P2107,Medical Devices Product 2107,Medical Devices,3,564.06,0.0,247.23,C14016,Riyadh,E001,Retail,Completed
ORD1221,2025-02-11 15:27:42,P3106,Medical Devices Product 3106,Medical Devices,3,587.7,0.0,241.44,C7967,Dammam,E024,Web,Completed
ORD1222,2025-07-31 09:31:52,P3824,First Aid Product 3824,First Aid,5,578.25,0.0,308.15000000000003,C8856,Riyadh,E024,Mobile,Completed
ORD1223,2025-02-23 00:55:09,P3815,Vitamins Product 3815,Vitamins,1,171.29,0.0,84.32,C6787,Jeddah,E004,Mobile,Returned
ORD1224,2025-06-27 08:10:08,P4605,Medical Devices Product 4605,Medical Devices,5,73.1,0.0,32.9,C11043,Jeddah,E022,Mobile,Completed
ORD1225,2024-10-03 04:05:09,P3140,Pain Relief Product 3140,Pain Relief,4,263.28,0.0,140.44,C13468,Jeddah,E023,Web,Completed
ORD1226,2025-06-22 13:06:50,P511,Vitamins Product 511,Vitamins,3,548.55,0.0,272.88,C366,Jeddah,E018,Web,Completed
ORD1227,2025-04-18 08:51:45,P1218,First Aid Product 1218,First Aid,2,63.2,0.0,36.42,C2106,Riyadh,E004,Mobile,Completed
ORD1228,2024-12-12 05:29:15,P4487,Pain Relief Product 4487,Pain Relief,1,156.08,0.0,69.48,C1291,Dammam,E002,Web,Completed
ORD1229,2025-07-04 17:38:26,P481,Supplements Product 481,Supplements,2,353.36,0.0,193.66,C9129,Riyadh,E027,Web,Completed
ORD1230,2024-10-06 20:44:21,P2977,Medical Devices Product 2977,Medical Devices,5,950.2,100.25,561.7,C13076,Riyadh,E046,Web,Completed
ORD1231,2025-06-13 17:50:06,P1317,Vitamins Product 1317,Vitamins,1,35.99,0.0,17.96,C11424,Riyadh,E050,Mobile,Completed
ORD1232,2025-08-31 19:57:18,P4500,Wellness Product 4500,Wellness,2,281.32,0.65,154.42,C8108,Jeddah,E019,Mobile,Completed
ORD1233,2025-01-17 04:33:31,P4601,Wellness Product 4601,Wellness,3,351.09,0.0,199.23,C12611,Dammam,E007,Web,Completed
ORD1234,2025-03-03 16:50:04,P4524,Personal Care Product 4524,Personal Care,5,80.95,0.0,37.05,C3749,Jeddah,E017,Web,Completed
ORD1235,2025-01-02 19:10:51,P3801,Personal Care Product 3801,Personal Care,4,259.44,0.0,124.52,C14378,Riyadh,E022,Mobile,Completed
ORD1236,2024-10-12 08:17:23,P3549,Personal Care Product 3549,Personal Care,1,111.65,0.0,47.1,C8351,Dammam,E016,Retail,Completed
ORD1237,2025-08-09 04:40:02,P4352,Supplements Product 4352,Supplements,1,195.68,0.0,117.19,C4339,Jeddah,E027,Web,Completed
ORD1238,2025-08-25 21:16:20,P347,Wellness Product 347,Wellness,5,632.65,5.87,266.1,C12772,Dammam,E048,Web,Completed
ORD1239,2025-04-16 22:34:33,P2859,First Aid Product 2859,First Aid,4,379.32,0.0,155.48,C10601,Jeddah,E039,Mobile,Completed
ORD1240,2025-03-19 07:48:14,P1396,Wellness Product 1396,Wellness,4,640.68,0.0,308.84,C10068,Dammam,E008,Web,Completed
ORD1241,2025-07-25 04:53:42,P2931,Pain Relief Product 2931,Pain Relief,3,334.74,0.0,161.13,C6717,Dammam,E033,Web,Completed
ORD1242,2025-01-19 02:08:35,P3818,Medical Devices Product 3818,Medical Devices,1,81.89,14.36,34.35,C607,Riyadh,E046,Web,Completed
ORD1243,2025-01-10 03:15:02,P4445,Medical Devices Product 4445,Medical Devices,4,205.0,0.0,111.84,C777,Jeddah,E010,Web,Completed
ORD1244,2025-07-05 04:23:43,P869,Personal Care Product 869,Personal Care,3,121.56,13.86,60.42,C1242,Dammam,E046,Web,Completed
ORD1245,2024-10-28 03:00:41,P4038,First Aid Product 4038,First Aid,3,332.49,0.0,189.39000000000001,C8685,Dammam,E033,Mobile,Completed
ORD1246,2025-08-17 21:36:51,P4277,First Aid Product 4277,First Aid,1,193.95,0.0,110.36,C13327,Riyadh,E004,Web,Completed
ORD1247,2025-07-13 10:55:02,P1780,Pain Relief Product 1780,Pain Relief,1,86.45,4.1,38.38,C4811,Jeddah,E013,Mobile,Completed
ORD1248,2025-07-01 22:59:12,P4834,Skincare Product 4834,Skincare,5,74.9,0.0,39.15,C4437,Jeddah,E012,Web,Completed
ORD1249,2025-08-31 20:20:54,P1351,Vitamins Product 1351,Vitamins,5,707.8,0.0,319.1,C12732,Jeddah,E017,Mobile,Completed
ORD1250,2025-06-11 07:20:33,P2693,Vitamins Product 2693,Vitamins,1,182.43,5.28,73.13,C6133,Jeddah,E047,Web,Completed
ORD1251,2025-01-10 05:53:19,P3953,Supplements Product 3953,Supplements,5,797.95,0.0,388.54999999999995,C8662,Dammam,E016,Web,Completed
ORD1252,2024-11-16 10:38:31,P3701,Personal Care Product 3701,Personal Care,2,313.12,56.63,130.02,C2528,Riyadh,E038,Mobile,Returned
ORD1253,2024-09-27 19:06:31,P3627,Personal Care Product 3627,Personal Care,5,670.8,0.0,340.4,C516,Dammam,E029,Web,Completed
ORD1254,2025-08-30 00:08:51,P3226,Skincare Product 3226,Skincare,3,116.28,6.94,52.14,C687,Jeddah,E043,Mobile,Completed
ORD1255,2025-08-08 03:01:37,P4819,Wellness Product 4819,Wellness,3,323.25,0.0,175.53,C5829,Dammam,E050,Web,Completed
ORD1256,2024-12-24 09:24:49,P103,Personal Care Product 103,Personal Care,5,976.65,0.0,584.35,C7761,Dammam,E024,Web,Completed
ORD1257,2025-04-26 01:19:54,P2005,Vitamins Product 2005,Vitamins,2,294.78,0.0,138.0,C14191,Riyadh,E034,Web,Completed
ORD1258,2025-08-25 22:50:43,P4209,Supplements Product 4209,Supplements,4,231.36,0.0,121.08,C2562,Jeddah,E040,Web,Completed
ORD1259,2025-08-22 19:42:50,P2508,Wellness Product 2508,Wellness,5,80.8,1.88,33.1,C13801,Riyadh,E010,Mobile,Completed
ORD1260,2025-03-03 07:43:58,P1783,Medical Devices Product 1783,Medical Devices,3,469.17,0.0,227.19,C14071,Riyadh,E002,Web,Completed
ORD1261,2024-12-03 04:48:17,P4142,Pain Relief Product 4142,Pain Relief,4,693.56,0.0,382.6,C12962,Jeddah,E007,Web,Completed
ORD1262,2024-12-30 19:03:47,P2058,Vitamins Product 2058,Vitamins,4,212.6,2.27,121.04,C12179,Dammam,E013,Web,Completed
